Sat Oct 30 00:01:28 2021,1,Origin : ,42,185,8,83,166,4,2
Wrong optimization value,1042.544010022414
Sat Oct 30 00:02:09 2021,1,Origin : ,74,16,-9,61,359,1,2
Wrong optimization value,-272.17563315406034
Sat Oct 30 00:02:50 2021,1,Origin : ,33,349,2,48,354,-9,3
Wrong optimization value,735.7890750016186
Sat Oct 30 00:03:33 2021,1,Origin : ,68,71,-7,67,303,4,3
Wrong optimization value,508.58078450941247
Sat Oct 30 00:04:17 2021,1,Origin : ,6,282,6,80,299,6,2
Wrong optimization value,715.873388890632
Sat Oct 30 00:04:47 2021,1,Origin : ,90,181,0,43,38,10,2
90.0,183.59,0.0,40.85,38.54,10.0,2.03,3720.672608465485
Sat Oct 30 00:05:20 2021,1,Origin : ,63,54,5,34,57,3,1
Wrong optimization value,781.1828722464651
Sat Oct 30 00:05:56 2021,1,Origin : ,16,222,-4,64,339,-2,1
Wrong optimization value,1797.3738261231729
Sat Oct 30 00:06:36 2021,1,Origin : ,76,135,2,45,225,-10,2
Wrong optimization value,978.8450539300693
Sat Oct 30 00:07:26 2021,1,Origin : ,11,191,-4,3,151,0,3
Wrong optimization value,145.76653907477618
Sat Oct 30 00:08:09 2021,1,Origin : ,85,212,7,57,281,-3,3
Wrong optimization value,789.6822113485923
Sat Oct 30 00:09:09 2021,1,Origin : ,1,182,5,22,33,3,2
Wrong optimization value,56.95716974851888
Sat Oct 30 00:09:50 2021,1,Origin : ,50,167,-10,77,156,2,2
Wrong optimization value,749.1805221061431
Sat Oct 30 00:10:29 2021,1,Origin : ,28,180,1,18,136,8,2
Wrong optimization value,856.2482315480235
Sat Oct 30 00:11:05 2021,1,Origin : ,67,353,8,28,103,-3,3
Wrong optimization value,2911.0181005747304
Sat Oct 30 00:11:39 2021,1,Origin : ,84,345,6,35,146,3,2
Wrong optimization value,2947.424016398445
Sat Oct 30 00:12:19 2021,1,Origin : ,64,97,1,70,223,-1,3
Wrong optimization value,1148.2415282615204
Sat Oct 30 00:12:57 2021,1,Origin : ,49,84,-8,70,279,-9,2
Wrong optimization value,2728.3734212358427
Sat Oct 30 00:13:32 2021,1,Origin : ,78,326,-3,35,316,3,1
Wrong optimization value,1107.33209274805
Sat Oct 30 00:14:02 2021,1,Origin : ,68,303,1,59,53,0,1
Wrong optimization value,1269.3289176836822
Sat Oct 30 00:14:38 2021,1,Origin : ,42,286,10,9,191,9,3
Wrong optimization value,884.1626128162454
Sat Oct 30 00:15:30 2021,1,Origin : ,16,186,-10,23,76,6,1
Wrong optimization value,645.3894624064282
Sat Oct 30 00:16:05 2021,1,Origin : ,74,167,4,67,67,-8,2
Wrong optimization value,888.129295641437
Sat Oct 30 00:16:41 2021,1,Origin : ,50,172,2,4,154,6,3
Wrong optimization value,1314.8455655342593
Sat Oct 30 00:17:16 2021,1,Origin : ,84,188,7,88,91,5,3
Wrong optimization value,1965.6216469337924
Sat Oct 30 00:17:59 2021,1,Origin : ,66,290,-7,3,334,0,1
Wrong optimization value,1668.0943369569213
Sat Oct 30 00:18:38 2021,1,Origin : ,19,201,7,40,86,10,3
Wrong optimization value,849.9292518445417
Sat Oct 30 00:19:16 2021,1,Origin : ,41,190,-9,64,159,7,1
39.82,189.88,-9.08,66.53,160.95,7.03,1.0,4500.627963044161
Sat Oct 30 00:19:54 2021,1,Origin : ,46,45,-9,76,181,-8,1
46.0,44.95,-9.11,75.82,186.24,-7.96,1.01,6749.202091174018
Sat Oct 30 00:20:31 2021,1,Origin : ,11,319,0,1,21,9,2
Wrong optimization value,344.948497169738
Sat Oct 30 00:21:03 2021,1,Origin : ,60,201,2,48,12,10,1
Wrong optimization value,2551.0032171552266
Sat Oct 30 00:21:44 2021,1,Origin : ,47,168,3,80,297,-6,2
Wrong optimization value,1258.4880543318045
